Tweet,Date,User,Location,Source
"@patrik_mueller @RonjaJansen @HPPortmann NR Portmann vergleichbar mit Kanzler @a_schallenberg : gibt vor, verfassun… https://t.co/76U69RXh3r",2021-11-21 18:20:11+00:00,Msteinlin,,Twitter for iPhone
"RT @BeingBranKOd: Free People of #Croatia marching #together!

#Zagreb demo, as part of #WorldWideDemo in 160+ countries!
People marching #…",2021-11-21 18:20:52+00:00,SauvonsAssange,,Twitter for Android
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 18:23:06+00:00,porecchio,,Twitter for iPhone
"I am happy to be living in a State, and an entire region, where our fully vaccinated rate is at approaching 70%. Wh… https://t.co/p3uRPdeAJI",2021-11-21 18:23:17+00:00,joejustjoe,United States,Twitter for iPad
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 18:23:57+00:00,DonnaGillis,  Nova Scotia,Twitter for iPad
"@BradSherman Did you actually say w/a straight face, that DONALD TRUMP is convincing ppl NOT to take the… https://t.co/ud7HeqNaiY",2021-11-21 18:23:59+00:00,CeCe1B,,Twitter for iPhone
"RT @joejustjoe: I am happy to be living in a State, and an entire region, where our fully vaccinated rate is at approaching 70%. What’s the…",2021-11-21 18:24:00+00:00,corona_tweet,,CoronaTweetBot
RT @JestrBob: @mcfunny @FreedomSpartan @BGLTHMND @TeddyFreddy11 @Paulwady @EDalmayne @cappsie @Rosewind2007 @gooner62 @ianfmusgrave @krebio…,2021-11-21 18:24:48+00:00,lizditz,"San Mateo County, California",Twitter for iPhone
RT @FreedomSpartan: So did he have the #covidvaccine? https://t.co/dxsaAKle7E,2021-11-21 18:24:59+00:00,lizditz,"San Mateo County, California",Twitter for iPhone
"unfortunately...as predicted, and it is happening...due to the coronavirus ADE (Antibody-dependent enhancement ) ef… https://t.co/R9JLuNAxBB",2021-11-21 18:25:50+00:00,GaryJWater,,Twitter Web App
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 18:25:54+00:00,Dianora_1,"Ottawa, Ontario Canada",Twitter Web App
"#COVID19 #DeltaVariant linked to increased risk of stillbirth, per @CDCgov study

#GetVaccinatedNow #CovidVaccine… https://t.co/z05cLbL4hj",2021-11-21 18:26:06+00:00,anikachebrolu,"Frisco, Texas",Twitter Web App
"those who did it to our children is evil and will face their punishment from God, soon...",2021-11-21 18:27:14+00:00,GaryJWater,,Twitter Web App
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 18:27:16+00:00,ColetteMandin,"Alberta, Canada",Twitter for iPad
"RT @ChildHealthCan: Canada has secured 2.9M doses of the approved Pfizer 5-11 vaccine, proven to be 90.7% at preventing symptomatic illness…",2021-11-21 18:27:41+00:00,MohawkGardensPS,"Burlington, Ontario",Twitter Web App
Wow...,2021-11-21 18:28:04+00:00,GaryJWater,,Twitter Web App
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 18:28:39+00:00,Ready2020Ru,Toronto,Twitter for iPhone
"So many nights during the quarantine I prayed for this day. 😭
One down, one to go!! 💪

#CovidVaccine https://t.co/3hfYiWT8oj",2021-11-21 18:28:43+00:00,KarmeNeverFails,"Philadelphia, PA",Twitter for Android
RT @inoviolt: why would you do this if the vaccines are working? #Covid #CovidVaccine,2021-11-21 18:28:52+00:00,nicktothecore74,In a so called democracy.,Twitter for iPhone
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 18:30:26+00:00,HeatherBranch2,,Twitter for iPad
"RT @rogue_male1: What price sterility and long-term cardio problems? Yet again, the NHS demonstrates itself to be a Death Cult,with its whi…",2021-11-21 18:30:27+00:00,tobeleigh,,Twitter for Android
RT @inoviolt: “Coincidence” #CovidVaccineVictims #COVID19 #CovidVaccine,2021-11-21 18:30:29+00:00,Anony05690448,,Twitter for Android
@AnnastaciaMP Why don’t you allow fully vaccinated QLD residents to return to their homes you’ve locked them out of… https://t.co/xPQYXOhlXB,2021-11-21 18:32:31+00:00,kellielee267,"Sydney, New South Wales",Twitter for iPhone
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 18:33:11+00:00,judyfin46870064,,Twitter for iPhone
@nicireland_news,2021-11-21 18:33:23+00:00,pdvalenti64,USA,Twitter for Android
RT @HSELive: Here are today’s open walk-in #COVIDVaccine clinics. Walk-in clinics are for first and second dose only. You cannot get a boos…,2021-11-21 18:33:30+00:00,Brianypaulbria1,Ireland,Twitter for Android
"RT @CountryGardener: Gross malfeasance: nothing Health Canada does with respect to covid is independent, scientific or evidence-based. Pare…",2021-11-21 18:33:36+00:00,TrdisOprtr,,Twitter Web App
"RT @NHSEngland: 'I am proud to say I am vaccinated.'
 
15-year-olds Luana and Melissa had their COVID-19 vaccine. The vaccine is the best w…",2021-11-21 18:33:57+00:00,ncmYorkshire,,Twitter for Android
"RT @NHSEngland: 'Most side effects are mild and should last between one to two days.'

Clinical Nurse Advisor for the COVID-19 vaccine prog…",2021-11-21 18:34:03+00:00,ncmYorkshire,,Twitter for Android
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 18:34:05+00:00,briandepiero,"Ontario, Canada",Twitter for iPhone
RT @susananderton5: #NewWorldOrder #greatreset #COVID19 #CovidVaccine #WakeUp https://t.co/NSlLLxvYB7,2021-11-21 18:34:12+00:00,jdjongumzidenga,South Africa,Twitter for Android
"@A1_Canadian Vaccine Passports = Loss of Freedoms. "" ONE"" example. Go find others if you actually care about enligh… https://t.co/NRMZPDhKwW",2021-11-21 18:35:33+00:00,VictoriaPres4,,Twitter Web App
"For those who don’t know how mRNA vaccines work ( like the COVID vaccine )or for those anti COVID protesters, watch… https://t.co/2IsBmG9gyY",2021-11-21 18:36:55+00:00,AnishModgil,london,Twitter for iPhone
Forgot to mention! Got boosted last week!! Studies show if you’re in your third trimester baby will have some immun… https://t.co/cJMB2aiUMM,2021-11-21 18:37:08+00:00,SabrinaSidd,Washington DC,Twitter for iPhone
"RT @BeingBranKOd: Free People of #Croatia marching #together!

#Zagreb demo, as part of #WorldWideDemo in 160+ countries!
People marching #…",2021-11-21 18:37:17+00:00,EmpireExp,Earth,Twitter for Android
RT @JestrBob: @mcfunny @FreedomSpartan @BGLTHMND @TeddyFreddy11 @Paulwady @EDalmayne @cappsie @Rosewind2007 @gooner62 @ianfmusgrave @krebio…,2021-11-21 18:37:53+00:00,FrankDElia7,,Twitter for iPhone
"RT @beauvans: Here’s the vote count on this bill (GOP Sens. Brandon Beach, Clint Dixon and Greg Dolezal opposed): https://t.co/QGEPKQoSFf",2021-11-21 18:38:40+00:00,cunat_n,,Twitter for iPhone
Las vacunas son seguras y efectivas. #CovidVaccine #kidsfirst,2021-11-21 18:39:00+00:00,acosta_cynthia,,Twitter for iPhone
"RT @ShaleenMitra: वाह....क्योंकि शराब पीने वाला झूठ नही बोलता, मतलब प्रधानमंत्री जी इसलिए झूठ पर झूठ बोलते हैं, क्योंकि वो पीते नही...??? 🤔🤔",2021-11-21 18:39:22+00:00,jagadisha1,USA 🇺🇸,Twitter for Android
@AnnastaciaMP what about the QLD residents who are fully vaccinated you’ve locked out of their home state. What are… https://t.co/8SjkcIqweg,2021-11-21 18:39:44+00:00,kellielee267,"Sydney, New South Wales",Twitter for iPhone
"Dr Fauci lied. Period.

#COVID #coronavirus #Covid_19 #ArrestFauci #CovidVaccine",2021-11-21 18:40:15+00:00,MakavelliRidge,,Twitter for Android
"RT @Nic_Trevi: Per il sabato della settimana enigmistica...
TROVA LE DIFFERENZE!
19/11/2020 VS 19/11/2021
#US #CovidVaccine https://t.co/lj…",2021-11-21 18:40:59+00:00,grigio1963,,Twitter for iPhone
"RT @DavidEpsteinMD: Great infographic!

#COVID19 #pandemic #thisisourshot #VacunateYa #CovidVaccine #MaskUp #Thanksgiving2021 #Thanksgiving…",2021-11-21 18:41:22+00:00,ShikhaJainMD,"Chicago, IL",Twitter for iPhone
"If we really wanted to hurt #tfg in the eyes of his base, we could claim that he pushed for the development of the #CovidVaccine.",2021-11-21 18:43:26+00:00,ArseGrammatica,"Flatbush, Brooklyn soon PT WA",Twitter Web App
@AnnastaciaMP let your QLD residents home. Enough is enough. You should be ashamed of the unnecessary stress you ha… https://t.co/yJvML84VMR,2021-11-21 18:43:42+00:00,kellielee267,"Sydney, New South Wales",Twitter for iPhone
"RT @ArseGrammatica: If we really wanted to hurt #tfg in the eyes of his base, we could claim that he pushed for the development of the #Cov…",2021-11-21 18:44:12+00:00,lbpyyz,"Toronto, Ontario",Twitter for iPhone
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 18:46:23+00:00,KathyForis,Greater Toronto Area,Twitter for iPad
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 18:46:37+00:00,ryanhd20,Ottawa,Twitter for Android
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 18:46:47+00:00,CathrynIsland,"essex county, ontario",Twitter for iPad
"Germany | Head of Clinic, Commits Suicide “COVID-19 Vaccine Is a Genocide happening from the COVID-19 Vaccine.… https://t.co/i7EYGRklSa",2021-11-21 18:46:55+00:00,PartyOfAction,South Africa,Twitter Web App
"RT @KaraKarlson: ""It’s why children are vaccinated against influenza, meningitis, chickenpox, and hepatitis—none of which, even before vacc…",2021-11-21 18:47:58+00:00,BMR28127590,,Twitter Web App
Molecular Biologist Dr. Christina Parks reviews the efficacy data of the #COVID19 vaccine trials and reveals the… https://t.co/kIBRxwekXc,2021-11-21 18:48:49+00:00,VigilantFox,USA,Twitter Web App
Completely agree as a parent. @fordnation try listening to the people.,2021-11-21 18:49:06+00:00,B88331057,,Twitter for iPhone
"Niemcy.
Szef kliniki popełnił samobójstwo. 
""Szczepionki to ludobójstwo """,2021-11-21 18:49:19+00:00,KolendaJoanna,,Twitter Web App
"RT @PartyOfAction: Germany | Head of Clinic, Commits Suicide “COVID-19 Vaccine Is a Genocide happening from the COVID-19 Vaccine. #genocide…",2021-11-21 18:49:25+00:00,KolendaJoanna,,Twitter Web App
"RT @MinusNull: Ich werde mich niemals mit mRNA spiken lassen und weiter für unsere Freiheit an der Front kämpfen! 💪🏼
#Corona #CovidVaccine…",2021-11-21 18:50:10+00:00,icet_mucki,,Twitter Web App
"RT @PartyOfAction: Germany | Head of Clinic, Commits Suicide “COVID-19 Vaccine Is a Genocide happening from the COVID-19 Vaccine. #genocide…",2021-11-21 18:51:14+00:00,JolaHolmes221B,"Warszawa, Polska",Twitter for Android
"RT @PartyOfAction: Germany | Head of Clinic, Commits Suicide “COVID-19 Vaccine Is a Genocide happening from the COVID-19 Vaccine. #genocide…",2021-11-21 18:51:40+00:00,Realteaching3,Cape of Good Hope,Twitter for Android
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 18:52:10+00:00,cathyacrowe,Canada,Twitter for iPad
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 18:52:48+00:00,bjcehan,,Twitter Web App
"RT @PartyOfAction: Germany | Head of Clinic, Commits Suicide “COVID-19 Vaccine Is a Genocide happening from the COVID-19 Vaccine. #genocide…",2021-11-21 18:53:34+00:00,Trident432,,Twitter Web App
"Have you had the booster jab yet

Are affects worse or the same as the first 2?

#COVID19 #COVIDVaccination #CovidVaccine #COVIDBooster",2021-11-21 18:53:45+00:00,Sheena81,"London, England/Teesside ",Twitter for Android
#λαθρο #εμβολιο #πιστοποιητικο #εμβολιασμενοι #ανεμβολιαστοι  #ιατροι #κρουσματα #Πανδημία #αντιεμβολιαστες… https://t.co/SRwg4C3Ett,2021-11-21 18:53:47+00:00,DikEffi,,Twitter Web App
Wondering why Walgreens has a line inside and outside. People bundle up and get those boosters and flu shots please… https://t.co/RVnnhA7QTe,2021-11-21 18:53:54+00:00,ConflictChick,"Nashville, TN",Twitter for iPhone
RT @VigilantFox: Molecular Biologist Dr. Christina Parks reviews the efficacy data of the #COVID19 vaccine trials and reveals the #CovidVac…,2021-11-21 18:54:33+00:00,Zero2Crow,,Twitter Web App
The Fox rocks 😝💪,2021-11-21 18:54:34+00:00,GraySkwerl,💏💑💞💛💝💘💓,Twitter for Android
RT @VigilantFox: Molecular Biologist Dr. Christina Parks reviews the efficacy data of the #COVID19 vaccine trials and reveals the #CovidVac…,2021-11-21 18:54:48+00:00,always_told,,Twitter Web App
"392 CVS locations show #CovidVaccine slots in CA:
Adelanto
Agoura Hills
Alameda
Alamo
Albany
Alhambra
Aliso Viejo
A… https://t.co/AYs1mDV85U",2021-11-21 18:55:11+00:00,VaccineCa,,Vaccine Finder CA
"Fabulous service at Jacob's Well Vaccination Centre to receive Covid-19 booster. Well organised, professional staff… https://t.co/yLTLIL0fo7",2021-11-21 18:55:24+00:00,DrRaniKhatib,United Kingdom,Twitter for Android
"MUST SEE! 
Kyle's vaxxine complication.
https://t.co/HBsfCK2PeW
#VaccineSideEffects
#CovidVaccine #COVID19ireland #VaxXed",2021-11-21 18:56:18+00:00,AlisVolPropriis," Pacific Wonderland, Oregon",Twitter for Android
RT @VigilantFox: Molecular Biologist Dr. Christina Parks reviews the efficacy data of the #COVID19 vaccine trials and reveals the #CovidVac…,2021-11-21 18:57:02+00:00,tarot_dog,,Twitter Web App
"@ThingsYouNeed2K MUST SEE! 
Kyle's vaxxine complication.
https://t.co/HBsfCK2PeW
#VaccineSideEffects
#CovidVaccine #COVID19ireland #VaxXed",2021-11-21 18:57:16+00:00,AlisVolPropriis," Pacific Wonderland, Oregon",Twitter for Android
How else would they pressure everyone to get the booster.?,2021-11-21 18:57:37+00:00,Tchristo13,Cyprus,Fenix 2
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 18:59:28+00:00,jennarosaa,Toronto,Twitter for Android
"#COVIDBooster done and dusted.  Still getting 5G service, and the only sticking to me is dog hair

#COVID19 #CovidVaccine",2021-11-21 18:59:35+00:00,tobyjwoods1,United States; Tweeti Alpha V,Twitter for Android
"#COVIDBooster done and dusted.  Still getting shitty 5G service, and the only thing sticking to me is dog hair

#COVID19 #CovidVaccine",2021-11-21 19:00:19+00:00,tobyjwoods1,United States; Tweeti Alpha V,Twitter for Android
https://t.co/UTQgWAKST9,2021-11-21 19:00:55+00:00,Anaktisis1,HOMO HOMINI LUPUS ! ,Twitter Web App
"💉If you are 16+ and have a health condition that puts you at greater risk from #COVID19, you can have a… https://t.co/CbREUfpQXi",2021-11-21 19:00:56+00:00,FyldeCoastCCGs,Fylde Coast,Orlo
RT @DrTessaT: Another neurologic ‘coincidence’...,2021-11-21 19:00:58+00:00,i_aftabahmad,,Twitter for Android
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 19:01:10+00:00,wahope18,"Oro-Medonte, Ontario",Twitter for iPad
"💉If you are 16+ and have a health condition that puts you at greater risk from #COVID19, you can have a… https://t.co/eODEcDgU59",2021-11-21 19:01:11+00:00,WestLancsCCG,"West Lancashire, UK",Orlo
"149 CVS locations show #CovidVaccine slots in GA:
Acworth
Albany
Alpharetta
Americus
Athens
Atlanta
Auburn
Augusta… https://t.co/aTuOiO43aL",2021-11-21 19:01:13+00:00,GaVaccine,,Georgia COVID Vaccine Finder
"RT @WestLancsCCG: 💉If you are 16+ and have a health condition that puts you at greater risk from #COVID19, you can have a #Covidvaccine boo…",2021-11-21 19:01:13+00:00,viralvideovlogs,കേരളം,Naattuvartha
"#CovidVaccine 👎 #COVID19France 
#VeranDemission #VeranEnPrison 💯
#MacronPrison ✊ #Elections2022 
#pfizerleaks… https://t.co/QyXkKLtwEE",2021-11-21 19:01:21+00:00,CSursum,France (zone libre),Twitter for Android
RT @Anaktisis1: https://t.co/UTQgWAKST9,2021-11-21 19:01:33+00:00,Anaktisis1,HOMO HOMINI LUPUS ! ,Twitter Web App
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 19:01:38+00:00,Alyforpm,,Twitter for iPhone
"@BrigitteEscale #CovidVaccine 👎 #COVID19France 
#VeranDemission #VeranEnPrison ✊
#MacronPrison 💯 #Elections2022… https://t.co/6vhFdEH0vf",2021-11-21 19:01:52+00:00,CSursum,France (zone libre),Twitter for Android
@CBCNews There's only one problem with the comparisons in this video... None include injecting a substance into you… https://t.co/nyULqJy3Gu,2021-11-21 19:02:44+00:00,Transparent1111,,Twitter Web App
"RT @PartyOfAction: Germany | Head of Clinic, Commits Suicide “COVID-19 Vaccine Is a Genocide happening from the COVID-19 Vaccine. #genocide…",2021-11-21 19:02:52+00:00,sagezza2,,Twitter for iPhone
"@BrigitteEscale #CovidVaccine 😱 #COVID19France 
#VeranDemission #VeranEnPrison 💉
#MacronPrison 💥 #Elections2022… https://t.co/I9r6BNEccK",2021-11-21 19:02:52+00:00,CSursum,France (zone libre),Twitter for Android
"#CovidVaccine 💉 #COVID19France 
#VeranDemission #VeranEnPrison 💯
#MacronPrison 💥 #Elections2022 
#pfizerleaks… https://t.co/6vxNATprTh",2021-11-21 19:03:16+00:00,CSursum,France (zone libre),Twitter for Android
"RT @BeingBranKOd: Free People of #Croatia marching #together!

#Zagreb demo, as part of #WorldWideDemo in 160+ countries!
People marching #…",2021-11-21 19:03:26+00:00,maria_37mw,London,Twitter for Android
"RT @PartyOfAction: Germany | Head of Clinic, Commits Suicide “COVID-19 Vaccine Is a Genocide happening from the COVID-19 Vaccine. #genocide…",2021-11-21 19:03:47+00:00,madloko43881156,,Twitter Web App
RT @DrTessaT: Another neurologic ‘coincidence’...,2021-11-21 19:03:55+00:00,anaelena12345,Global,Twitter Web App
"RT @PartyOfAction: Germany | Head of Clinic, Commits Suicide “COVID-19 Vaccine Is a Genocide happening from the COVID-19 Vaccine. #genocide…",2021-11-21 19:04:12+00:00,beth43397695,,Twitter for iPad
"#CovidVaccine 😱 #COVID19France 
#VeranDemission #VeranEnPrison 💯
#MacronPrison 💥 #Elections2022 
#pfizerleaks… https://t.co/iGkvAGxu4z",2021-11-21 19:04:19+00:00,CSursum,France (zone libre),Twitter for Android
New data shows why low income countries are so short on #covidVaccine https://t.co/7nec3hagPJ,2021-11-21 19:04:33+00:00,atueche,,Twitter for iPhone
My story for #SundayMorning is Removing the Bill Gates Microchip inside of My Vaccine. A #Covidiot convinced that t… https://t.co/mL4RKrUBfn,2021-11-21 19:04:41+00:00,StephenSipila,New York,Twitter Web App
"@BrigitteEscale #CovidVaccine 🤬 #COVID19France 
#VeranDemission #VeranEnPrison 💯
#MacronPrison ✊ #Elections2022… https://t.co/4kFvpNuHmW",2021-11-21 19:04:46+00:00,CSursum,France (zone libre),Twitter for Android
"RT @RasuShrestha: 🔴Average cost of hospital care for #COVID19 = $51,000 to $78,000
🟢Average cost of #CovidVaccine = $0

#GetVaccinatedNow #…",2021-11-21 19:04:59+00:00,jeannefisher17,,Twitter for iPhone
"#CovidVaccine 🤬 #COVID19France 
#VeranDemission #VeranEnPrison 💥
#MacronPrison ✊ #Elections2022 
#pfizerleaks… https://t.co/fuxteP2qye",2021-11-21 19:05:46+00:00,CSursum,France (zone libre),Twitter for Android
"@BrigitteEscale #CovidVaccine 🤬 #COVID19France 
#VeranDemission #VeranEnPrison 💥
#MacronPrison ✊ #Elections2022… https://t.co/79PBADbqTl",2021-11-21 19:06:00+00:00,CSursum,France (zone libre),Twitter for Android
"RT @PatrickHanrahan: If you don’t think UK has an #Covid crisis now and you’re not at risk read this from Dr @danielgoyal 👇👇👇😱

Now #WearAM…",2021-11-21 19:07:01+00:00,Cognisant2000,Malaga,Twitter Web App
"MILLIONS of new jobs, the rolllout of a #CovidVaccine to combat a #GlobalPandemic once and for all, troops FINALLY… https://t.co/1ZB7b9Db0j",2021-11-21 19:07:15+00:00,jayoung1892,"Manchester, CT",Twitter for Android
"RT @_PrinceCarlton_: So today i posted this on Facebook with no caption, just underlined “heart attack” and Facebook put the Covid-19 label…",2021-11-21 19:07:24+00:00,lawrence_jay1,Texas ,Twitter for iPad
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 19:08:14+00:00,PorkOfYore,"Peterborough, Ontario",Twitter for iPhone
RT @EffJenny: In the name of #Science #WakeUp #saveourchildren #CovidVaccine @fordnation @celliottability @JustinTrudeau @MaximeBernier @er…,2021-11-21 19:08:36+00:00,Michael25731595,,Twitter Web App
#COVID19 #Covid #CovidVaccine #VaccinePassports #VaccinesWork to keep u sick #vaccinedeaths #vaccineinjured… https://t.co/wH6mq6vkBT,2021-11-21 19:09:01+00:00,CensoredRob,Off the Dem plantation,Twitter for iPhone
"RT @jayoung1892: MILLIONS of new jobs, the rolllout of a #CovidVaccine to combat a #GlobalPandemic once and for all, troops FINALLY out of…",2021-11-21 19:09:41+00:00,RedPillDetox,☭ Баиаиа Яэрцъlіс,2ndBot
@ctvottawa Ottawa kids and their parents will be relieved to get #CovidVaccine starting this week. Part of a multi-… https://t.co/xtz7b0Axhj,2021-11-21 19:09:52+00:00,nilikm,"Ottawa, Ontario",Twitter for iPhone
GLOBAL #vaccine ROLLOUT: The countries in red have more than 50% vaccination coverage. Easy to see #Africa is being… https://t.co/FzYIHRrdT7,2021-11-21 19:10:00+00:00,GaelleMogli,"Geneva, Switzerland",Twitter Web App
"#veritas #Veritasarmy ✊
#CovidVaccine 🤬 #COVID19France 
#VeranDemission #VeranEnPrison 💥
#MacronPrison ✊… https://t.co/6ZxXSnfSPk",2021-11-21 19:10:22+00:00,CSursum,France (zone libre),Twitter for Android
RT @GaelleMogli: GLOBAL #vaccine ROLLOUT: The countries in red have more than 50% vaccination coverage. Easy to see #Africa is being left o…,2021-11-21 19:10:52+00:00,srzjwalters,Staying Global,Twitter for iPad
RT @MPShrike: So there are 3 #CovidVaccine more than last year. 75% of all Americans are #Vaccinated yet there are more cases of #Covid in…,2021-11-21 19:11:00+00:00,Y_not_AZ,"Tucson, AZ",Twitter for iPhone
"@TataSuzanne0 @CNEWS @ivanrioufol #veritas #Veritasarmy ✊
#perronne
#CovidVaccine 🤬 #COVID19France 
#VeranDemission… https://t.co/8cgwGBvg0F",2021-11-21 19:11:08+00:00,CSursum,France (zone libre),Twitter for Android
RT @nilikm: @ctvottawa Ottawa kids and their parents will be relieved to get #CovidVaccine starting this week. Part of a multi-layered appr…,2021-11-21 19:11:21+00:00,SandraCorriga11,Halton,Twitter Web App
"Maybe the five year old children of today will see the #CovidVaccine data when they're 60 years old.

Why are the s… https://t.co/JAmFmozaA7",2021-11-21 19:11:21+00:00,Dimo84365952,Boston,Twitter Web App
RT @GaelleMogli: GLOBAL #vaccine ROLLOUT: The countries in red have more than 50% vaccination coverage. Easy to see #Africa is being left o…,2021-11-21 19:11:25+00:00,yagerbenjamin,Nigeria,Twitter for Android
"RT @PartyOfAction: Germany | Head of Clinic, Commits Suicide “COVID-19 Vaccine Is a Genocide happening from the COVID-19 Vaccine. #genocide…",2021-11-21 19:11:35+00:00,FrankBennetts,"Johannesburg, South Africa",Twitter for Android
Do yourself a favor if you've had the #CovidVaccine. Take extra care of your health  #antivaxxers #tyranny… https://t.co/ge7umcd9SH,2021-11-21 19:12:24+00:00,lukanonnie,"California, USA",Twitter for Android
"Can different be said of the @AustralianLabor ,or any in her Majesty's service as Government,proven #CovidVaccine d… https://t.co/b8zLMN2PSY",2021-11-21 19:12:28+00:00,PhilXenos2,,Twitter for Android
RT @GaelleMogli: GLOBAL #vaccine ROLLOUT: The countries in red have more than 50% vaccination coverage. Easy to see #Africa is being left o…,2021-11-21 19:12:29+00:00,SDGsbot,Everywhere,SDGsbot
RT @DrTessaT: Another neurologic ‘coincidence’...,2021-11-21 19:13:02+00:00,R_WORD_DEBASES,Australia,Twitter for Android
"Nein, die Gespikten merken langsam dass sie verarscht worden sind!
#Corona #CovidVaccine #COVID19",2021-11-21 19:13:07+00:00,MinusNull,,Twitter for iPhone
"Covid Vaccination Centre List for 22.11.2021 
(1/2)

#CovidVaccine #kmcfightsagainstcorona https://t.co/haFOgU1ecz",2021-11-21 19:13:10+00:00,kmc_kolkata,"Kolkata, West Bengal",Twitter for iPhone
"Covid Vaccination Centre List for 22.11.2021 
(2/2)

#CovidVaccine #kmcfightsagainstcorona https://t.co/VyM4VSCkeZ",2021-11-21 19:13:12+00:00,kmc_kolkata,"Kolkata, West Bengal",Twitter for iPhone
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 19:13:16+00:00,carolfarringon,"Ontario, Canada",Twitter for iPhone
"#CovidVaccine 🤬 #COVID19France 
#VeranDemission #VeranEnPrison 💯
#MacronPrison ✊ #Elections2022 
#pfizerleaks… https://t.co/Vd7NjbT50F",2021-11-21 19:13:50+00:00,CSursum,France (zone libre),Twitter for Android
RT @VigilantFox: Molecular Biologist Dr. Christina Parks reviews the efficacy data of the #COVID19 vaccine trials and reveals the #CovidVac…,2021-11-21 19:14:09+00:00,lulu60859285,,Twitter Web App
RT @VigilantFox: Molecular Biologist Dr. Christina Parks reviews the efficacy data of the #COVID19 vaccine trials and reveals the #CovidVac…,2021-11-21 19:14:30+00:00,Tribeca43349365,,Twitter Web App
"Wow, the vaccine is really ""effective"".",2021-11-21 19:14:33+00:00,lulu60859285,,Twitter Web App
"RT @jayoung1892: MILLIONS of new jobs, the rolllout of a #CovidVaccine to combat a #GlobalPandemic once and for all, troops FINALLY out of…",2021-11-21 19:14:46+00:00,jayoung1892,"Manchester, CT",Twitter for Android
"„#COVID19: Quebec hebt Impfpflicht für Mitarbeiter des Gesundheitswesens auf“
Widerstand lohnt sich, denn ohne unse… https://t.co/k7rnJnaTUm",2021-11-21 19:15:37+00:00,MinusNull,,Twitter for iPhone
"RT @JRClemmons: “The best thing that we can all do as Tennesseans is get vaccinated. If you want the real ‘State of Emergency’ to end, we m…",2021-11-21 19:15:44+00:00,kenedwards3002,,Twitter for iPhone
"RT @JRClemmons: “The best thing that we can all do as Tennesseans is get vaccinated. If you want the real ‘State of Emergency’ to end, we m…",2021-11-21 19:15:45+00:00,viralvideovlogs,കേരളം,Naattuvartha
RT @TerezHumphrey: COVID-19 vaccine elicits weak antibody response in people taking immunosuppressant https://t.co/K89710AmdM #GetBoosted #…,2021-11-21 19:17:22+00:00,shopshi,,Twitter for iPhone
