,sentiment,city,country,region,Unnamed: 0
4310,negative,Riyadh,Saudi Arabia,Gulf,4310.0
4311,neutral,Salt,Jordan,Levant,4311.0
4312,positive,Rabat,Morocco,Maghreb,4312.0
4313,neutral,Salt,Jordan,Levant,4313.0
4314,neutral,Riyadh,Saudi Arabia,Gulf,4314.0
4315,neutral,Riyadh,Saudi Arabia,Gulf,4315.0
4316,neutral,Riyadh,Saudi Arabia,Gulf,4316.0
4317,negative,Riyadh,Saudi Arabia,Gulf,4317.0
4318,neutral,Salt,Jordan,Levant,4318.0
4319,neutral,Riyadh,Saudi Arabia,Gulf,4319.0
4320,neutral,Riyadh,Saudi Arabia,Gulf,4320.0
4321,negative,Riyadh,Saudi Arabia,Gulf,4321.0
4322,negative,Damascus,Syria,Levant,4322.0
4323,neutral,Rabat,Morocco,Maghreb,4323.0
4324,negative,Riyadh,Saudi Arabia,Gulf,4324.0
4325,neutral,Salt,Jordan,Levant,4325.0
4326,neutral,Riyadh,Saudi Arabia,Gulf,4326.0
4327,positive,Riyadh,Saudi Arabia,Gulf,4327.0
4328,neutral,Riyadh,Saudi Arabia,Gulf,4328.0
4329,neutral,Riyadh,Saudi Arabia,Gulf,4329.0
4330,neutral,Salt,Jordan,Levant,4330.0
4331,negative,Riyadh,Saudi Arabia,Gulf,4331.0
4332,neutral,Salt,Jordan,Levant,4332.0
4333,neutral,Salt,Jordan,Levant,4333.0
4334,negative,Riyadh,Saudi Arabia,Gulf,4334.0
4335,negative,Riyadh,Saudi Arabia,Gulf,4335.0
4336,neutral,Riyadh,Saudi Arabia,Gulf,4336.0
4337,negative,Salt,Jordan,Levant,4337.0
4338,neutral,Salt,Jordan,Levant,4338.0
4339,neutral,Riyadh,Saudi Arabia,Gulf,4339.0
4340,negative,Riyadh,Saudi Arabia,Gulf,4340.0
4341,negative,Riyadh,Saudi Arabia,Gulf,4341.0
4342,negative,Riyadh,Saudi Arabia,Gulf,4342.0
4343,negative,Salt,Jordan,Levant,4343.0
4344,negative,Salt,Jordan,Levant,4344.0
4345,negative,Salt,Jordan,Levant,4345.0
4346,neutral,Riyadh,Saudi Arabia,Gulf,4346.0
4347,neutral,Riyadh,Saudi Arabia,Gulf,4347.0
4348,neutral,Riyadh,Saudi Arabia,Gulf,4348.0
4349,negative,Salt,Jordan,Levant,4349.0
4350,neutral,Jeddha,Saudi Arabia,Gulf,4350.0
4351,neutral,Riyadh,Saudi Arabia,Gulf,4351.0
4352,positive,Riyadh,Saudi Arabia,Gulf,4352.0
4353,negative,Salt,Jordan,Levant,4353.0
4354,negative,Riyadh,Saudi Arabia,Gulf,4354.0
4355,neutral,Riyadh,Saudi Arabia,Gulf,4355.0
4356,neutral,Salt,Jordan,Levant,4356.0
4357,negative,Riyadh,Saudi Arabia,Gulf,4357.0
4358,negative,Riyadh,Saudi Arabia,Gulf,4358.0
4359,negative,Riyadh,Saudi Arabia,Gulf,4359.0
4360,negative,Riyadh,Saudi Arabia,Gulf,4360.0
4361,negative,Riyadh,Saudi Arabia,Gulf,4361.0
4362,negative,Riyadh,Saudi Arabia,Gulf,4362.0
4363,neutral,Riyadh,Saudi Arabia,Gulf,4363.0
4364,positive,Riyadh,Saudi Arabia,Gulf,4364.0
4365,neutral,Salt,Jordan,Levant,4365.0
4366,neutral,Salt,Jordan,Levant,4366.0
4367,negative,Riyadh,Saudi Arabia,Gulf,4367.0
4368,neutral,Riyadh,Saudi Arabia,Gulf,4368.0
4369,negative,Riyadh,Saudi Arabia,Gulf,4369.0
4370,negative,Riyadh,Saudi Arabia,Gulf,4370.0
4371,neutral,Riyadh,Saudi Arabia,Gulf,4371.0
4372,neutral,Riyadh,Saudi Arabia,Gulf,4372.0
4373,neutral,Jeddha,Saudi Arabia,Levant,4373.0
4374,neutral,Riyadh,Saudi Arabia,Gulf,4374.0
4375,negative,Salt,Saudi Arabia,Gulf,4375.0
4376,negative,Riyadh,Saudi Arabia,Gulf,4376.0
4377,neutral,Riyadh,Saudi Arabia,Gulf,4377.0
4378,negative,Riyadh,Saudi Arabia,Gulf,4378.0
4379,neutral,Riyadh,Saudi Arabia,Gulf,4379.0
4380,negative,Riyadh,Saudi Arabia,Gulf,4380.0
4381,positive,Aleppo,Syria,Levant,4381.0
4382,negative,Riyadh,Saudi Arabia,Gulf,4382.0
4383,neutral,Aleppo,Syria,Levant,4383.0
4384,negative,Riyadh,Saudi Arabia,Gulf,4384.0
4385,neutral,Riyadh,Saudi Arabia,Gulf,4385.0
4386,neutral,Riyadh,Saudi Arabia,Gulf,4386.0
4387,neutral,Riyadh,Saudi Arabia,Gulf,4387.0
4388,negative,Aleppo,Syria,Levant,4388.0
4389,neutral,Riyadh,Saudi Arabia,Gulf,4389.0
4390,neutral,Riyadh,Saudi Arabia,Gulf,4390.0
4391,positive,Salt,Jordan,Levant,4391.0
4392,neutral,Riyadh,Saudi Arabia,Gulf,4392.0
4393,neutral,Riyadh,Saudi Arabia,Gulf,4393.0
4394,neutral,Riyadh,Saudi Arabia,Gulf,4394.0
4395,neutral,Aleppo,Syria,Levant,4395.0
4396,neutral,Riyadh,Saudi Arabia,Gulf,4396.0
4397,neutral,Riyadh,Saudi Arabia,Gulf,4397.0
4398,neutral,Aleppo,Syria,Levant,4398.0
4399,negative,Riyadh,Saudi Arabia,Gulf,4399.0
4400,neutral,Riyadh,Saudi Arabia,Gulf,4400.0
4401,neutral,Aleppo,Syria,Levant,4401.0
4402,neutral,Aleppo,Syria,Levant,4402.0
4403,positive,Salt,Jordan,Levant,4403.0
4404,neutral,Aleppo,Syria,Levant,4404.0
4405,neutral,Aleppo,Syria,Levant,4405.0
4406,neutral,Salt,Jordan,Levant,4406.0
4407,negative,Riyadh,Saudi Arabia,Gulf,4407.0
4408,negative,Jeddha,Saudi Arabia,Gulf,4408.0
4409,neutral,Riyadh,Saudi Arabia,Gulf,4409.0
4410,neutral,Salt,Jordan,Levant,4410.0
4411,negative,Jeddha,Saudi Arabia,Gulf,4411.0
4412,neutral,Riyadh,Saudi Arabia,Gulf,4412.0
4413,neutral,Riyadh,Saudi Arabia,Gulf,4413.0
4414,negative,Riyadh,Saudi Arabia,Gulf,4414.0
4415,negative,Riyadh,Saudi Arabia,Gulf,4415.0
4416,negative,Riyadh,Saudi Arabia,Gulf,4416.0
4417,neutral,Riyadh,Saudi Arabia,Gulf,4417.0
4418,neutral,Riyadh,Saudi Arabia,Gulf,4418.0
4419,negative,Riyadh,Saudi Arabia,Gulf,4419.0
4420,negative,Jeddha,Saudi Arabia,Gulf,4420.0
4421,negative,Riyadh,Saudi Arabia,Gulf,4421.0
4422,neutral,Aleppo,Syria,Levant,4422.0
4423,neutral,Salt,Jordan,Levant,4423.0
4424,neutral,Riyadh,Saudi Arabia,Gulf,4424.0
4425,neutral,Riyadh,Saudi Arabia,Gulf,4425.0
4426,negative,Riyadh,Saudi Arabia,Gulf,4426.0
4427,negative,Riyadh,Saudi Arabia,Gulf,4427.0
4428,negative,Salt,Jordan,Levant,4428.0
4429,neutral,Riyadh,Saudi Arabia,Gulf,4429.0
4430,neutral,Riyadh,Saudi Arabia,Gulf,4430.0
4431,negative,Jeddha,Saudi Arabia,Gulf,4431.0
4432,neutral,Rabat,Morocco,Maghreb,4432.0
4433,negative,Salt,Jordan,Levant,4433.0
4434,neutral,Riyadh,Saudi Arabia,Gulf,4434.0
4435,negative,Riyadh,Saudi Arabia,Gulf,4435.0
4436,positive,Riyadh,Saudi Arabia,Gulf,4436.0
4437,negative,Rabat,Morocco,Maghreb,4437.0
4438,negative,Riyadh,Saudi Arabia,Gulf,4438.0
4439,negative,Riyadh,Saudi Arabia,Gulf,4439.0
4440,neutral,Amman,Syria,Levant,4440.0
4441,neutral,Riyadh,Saudi Arabia,Gulf,4441.0
4442,neutral,Riyadh,Saudi Arabia,Gulf,4442.0
4443,neutral,Khartoum,Sudan,Nile Basin,4443.0
4444,negative,Riyadh,Saudi Arabia,Gulf,4444.0
4445,negative,Riyadh,Saudi Arabia,Gulf,4445.0
4446,neutral,Riyadh,Saudi Arabia,Gulf,4446.0
4447,neutral,Riyadh,Saudi Arabia,Gulf,4447.0
4448,negative,Jeddha,Saudi Arabia,Gulf,4448.0
4449,positive,Riyadh,Saudi Arabia,Gulf,4449.0
4450,neutral,Riyadh,Saudi Arabia,Gulf,4450.0
4451,neutral,Riyadh,Saudi Arabia,Gulf,4451.0
4452,neutral,Salt,Jordan,Levant,4452.0
4453,neutral,Riyadh,Saudi Arabia,Gulf,4453.0
4454,negative,Salt,Jordan,Levant,4454.0
4455,neutral,Riyadh,Saudi Arabia,Gulf,4455.0
4456,negative,Riyadh,Saudi Arabia,Gulf,4456.0
4457,positive,Riyadh,Saudi Arabia,Gulf,4457.0
4458,negative,Riyadh,Saudi Arabia,Gulf,4458.0
4459,negative,Salt,Saudi Arabia,Gulf,4459.0
4460,negative,Riyadh,Saudi Arabia,Gulf,4460.0
4461,negative,Salt,Jordan,Levant,4461.0
4462,negative,Salt,Jordan,Levant,4462.0
4463,negative,Jeddha,Saudi Arabia,Gulf,4463.0
4464,negative,Jeddha,Saudi Arabia,Gulf,4464.0
4465,neutral,Riyadh,Saudi Arabia,Gulf,4465.0
4466,negative,Salt,Jordan,Levant,4466.0
4467,negative,Salt,Jordan,Levant,4467.0
4468,negative,Riyadh,Saudi Arabia,Gulf,4468.0
4469,negative,Riyadh,Saudi Arabia,Gulf,4469.0
4470,negative,Riyadh,Saudi Arabia,Gulf,4470.0
4471,negative,Salt,Jordan,Levant,4471.0
4472,positive,Rabat,Morocco,Maghreb,4472.0
4473,neutral,Riyadh,Saudi Arabia,Gulf,4473.0
4474,neutral,Riyadh,Saudi Arabia,Gulf,4474.0
4475,negative,Riyadh,Saudi Arabia,Gulf,4475.0
4476,negative,Riyadh,Saudi Arabia,Gulf,4476.0
4477,neutral,Riyadh,Saudi Arabia,Gulf,4477.0
4478,neutral,Riyadh,Saudi Arabia,Gulf,4478.0
4479,neutral,Riyadh,Saudi Arabia,Gulf,4479.0
4480,neutral,Riyadh,Saudi Arabia,Gulf,4480.0
4481,neutral,Riyadh,Saudi Arabia,Gulf,4481.0
4482,neutral,Riyadh,Saudi Arabia,Gulf,4482.0
4483,neutral,Aleppo,Syria,Levant,4483.0
4484,negative,Salt,Jordan,Levant,4484.0
4485,neutral,Riyadh,Saudi Arabia,Gulf,4485.0
4486,neutral,Riyadh,Saudi Arabia,Gulf,4486.0
4487,neutral,Jeddha,Saudi Arabia,Gulf,4487.0
4488,neutral,Khartoum,Sudan,Nile Basin,4488.0
4489,negative,Riyadh,Saudi Arabia,Gulf,4489.0
4490,neutral,Riyadh,Saudi Arabia,Gulf,4490.0
4491,negative,Jeddha,Saudi Arabia,Gulf,4491.0
4492,neutral,Riyadh,Saudi Arabia,Gulf,4492.0
4493,negative,Riyadh,Saudi Arabia,Gulf,4493.0
4494,neutral,Riyadh,Saudi Arabia,Gulf,4494.0
4495,negative,Riyadh,Saudi Arabia,Gulf,4495.0
4496,negative,Riyadh,Saudi Arabia,Gulf,4496.0
4497,neutral,Riyadh,Saudi Arabia,Gulf,4497.0
4498,negative,Aleppo,Syria,Levant,4498.0
4499,neutral,Aleppo,Syria,Levant,4499.0
4500,negative,Riyadh,Saudi Arabia,Gulf,4500.0
4501,neutral,Riyadh,Saudi Arabia,Gulf,4501.0
4502,neutral,Aleppo,Syria,Levant,4502.0
4503,negative,Khartoum,Sudan,Nile Basin,4503.0
4504,neutral,Riyadh,Saudi Arabia,Gulf,4504.0
4505,neutral,Riyadh,Saudi Arabia,Gulf,4505.0
4506,negative,Riyadh,Saudi Arabia,Gulf,4506.0
4507,negative,Salt,Jordan,Levant,4507.0
4508,negative,Riyadh,Saudi Arabia,Gulf,4508.0
4509,negative,Riyadh,Saudi Arabia,Gulf,4509.0
4510,neutral,Riyadh,Saudi Arabia,Gulf,4510.0
4511,neutral,Riyadh,Saudi Arabia,Gulf,4511.0
4512,neutral,Riyadh,Saudi Arabia,Gulf,4512.0
4513,negative,Riyadh,Saudi Arabia,Gulf,4513.0
4514,negative,Riyadh,Saudi Arabia,Gulf,4514.0
4515,negative,Riyadh,Saudi Arabia,Gulf,4515.0
4516,neutral,Salt,Saudi Arabia,Gulf,4516.0
4517,negative,Riyadh,Saudi Arabia,Gulf,4517.0
4518,positive,Jeddha,Saudi Arabia,Gulf,4518.0
4519,neutral,Salt,Jordan,Levant,4519.0
4520,neutral,Riyadh,Saudi Arabia,Gulf,4520.0
4521,negative,Salt,Saudi Arabia,Gulf,4521.0
4522,neutral,Salt,Jordan,Levant,4522.0
4523,neutral,Jeddha,Saudi Arabia,Gulf,4523.0
4524,neutral,Khartoum,Sudan,Nile Basin,4524.0
4525,neutral,Riyadh,Saudi Arabia,Gulf,4525.0
4526,neutral,Jeddha,Saudi Arabia,Gulf,4526.0
4527,neutral,Riyadh,Saudi Arabia,Gulf,4527.0
4528,negative,Riyadh,Saudi Arabia,Gulf,4528.0
4529,neutral,Riyadh,Saudi Arabia,Gulf,4529.0
4530,neutral,Riyadh,Saudi Arabia,Gulf,4530.0
4531,negative,Riyadh,Saudi Arabia,Gulf,4531.0
4532,negative,Riyadh,Saudi Arabia,Gulf,4532.0
4533,neutral,Riyadh,Saudi Arabia,Gulf,4533.0
4534,neutral,Riyadh,Saudi Arabia,Gulf,4534.0
4535,negative,Riyadh,Saudi Arabia,Gulf,4535.0
4536,neutral,Riyadh,Saudi Arabia,Gulf,4536.0
4537,neutral,Salt,Jordan,Levant,4537.0
4538,positive,Salt,Jordan,Levant,4538.0
4539,negative,Salt,Jordan,Levant,4539.0
4540,neutral,Riyadh,Saudi Arabia,Gulf,4540.0
4541,neutral,Riyadh,Saudi Arabia,Gulf,4541.0
4542,negative,Riyadh,Saudi Arabia,Gulf,4542.0
4543,neutral,Riyadh,Saudi Arabia,Gulf,4543.0
4544,neutral,Riyadh,Saudi Arabia,Gulf,4544.0
4545,neutral,Jeddha,Saudi Arabia,Levant,4545.0
4546,positive,Riyadh,Saudi Arabia,Gulf,4546.0
4547,neutral,Riyadh,Saudi Arabia,Gulf,4547.0
4548,neutral,Riyadh,Saudi Arabia,Gulf,4548.0
4549,negative,Riyadh,Saudi Arabia,Gulf,4549.0
4550,neutral,Salt,Jordan,Levant,4550.0
4551,negative,Riyadh,Saudi Arabia,Gulf,4551.0
4552,negative,Riyadh,Saudi Arabia,Gulf,4552.0
4553,neutral,Riyadh,Saudi Arabia,Gulf,4553.0
4554,negative,Riyadh,Saudi Arabia,Gulf,4554.0
4555,negative,Riyadh,Saudi Arabia,Gulf,4555.0
4556,negative,Riyadh,Saudi Arabia,Gulf,4556.0
4557,negative,Riyadh,Saudi Arabia,Gulf,4557.0
4558,negative,Salt,Jordan,Levant,4558.0
4559,negative,Riyadh,Saudi Arabia,Gulf,4559.0
4560,negative,Riyadh,Saudi Arabia,Gulf,4560.0
4561,negative,Riyadh,Saudi Arabia,Gulf,4561.0
4562,neutral,Jeddha,Saudi Arabia,Gulf,4562.0
4563,negative,Riyadh,Saudi Arabia,Gulf,4563.0
4564,neutral,Riyadh,Saudi Arabia,Gulf,4564.0
4565,neutral,Jeddha,Saudi Arabia,Gulf,4565.0
4566,neutral,Riyadh,Saudi Arabia,Gulf,4566.0
4567,negative,Riyadh,Saudi Arabia,Gulf,4567.0
4568,neutral,Salt,Jordan,Levant,4568.0
4569,neutral,Salt,Jordan,Levant,4569.0
4570,neutral,Riyadh,Saudi Arabia,Gulf,4570.0
4571,negative,Riyadh,Saudi Arabia,Gulf,4571.0
4572,negative,Riyadh,Saudi Arabia,Gulf,4572.0
4573,neutral,Rabat,Morocco,Maghreb,4573.0
4574,neutral,Amman,Syria,Levant,4574.0
4575,neutral,Riyadh,Saudi Arabia,Gulf,4575.0
4576,negative,Salt,Jordan,Levant,4576.0
4577,neutral,Salt,Jordan,Levant,4577.0
4578,negative,Jeddha,Saudi Arabia,Levant,4578.0
4579,neutral,Riyadh,Saudi Arabia,Gulf,4579.0
4580,neutral,Riyadh,Saudi Arabia,Gulf,4580.0
4581,negative,Riyadh,Saudi Arabia,Gulf,4581.0
4582,neutral,Riyadh,Saudi Arabia,Gulf,4582.0
4583,neutral,Riyadh,Saudi Arabia,Gulf,4583.0
4584,negative,Riyadh,Saudi Arabia,Gulf,4584.0
4585,negative,Riyadh,Saudi Arabia,Gulf,4585.0
4586,negative,Riyadh,Saudi Arabia,Gulf,4586.0
4587,neutral,Salt,Jordan,Levant,4587.0
4588,neutral,Riyadh,Saudi Arabia,Gulf,4588.0
4589,neutral,Riyadh,Saudi Arabia,Gulf,4589.0
4590,negative,Jeddha,Saudi Arabia,Gulf,4590.0
4591,negative,Riyadh,Saudi Arabia,Gulf,4591.0
4592,positive,Riyadh,Saudi Arabia,Gulf,4592.0
4593,positive,Salt,Jordan,Levant,4593.0
4594,negative,Riyadh,Saudi Arabia,Gulf,4594.0
4595,negative,Riyadh,Saudi Arabia,Gulf,4595.0
4596,negative,Riyadh,Saudi Arabia,Gulf,4596.0
4597,negative,Salt,Saudi Arabia,Gulf,4597.0
4598,negative,Riyadh,Saudi Arabia,Gulf,4598.0
4599,negative,Riyadh,Saudi Arabia,Gulf,4599.0
4600,positive,Riyadh,Saudi Arabia,Gulf,4600.0
4601,negative,Riyadh,Saudi Arabia,Gulf,4601.0
4602,neutral,Jeddha,Saudi Arabia,Gulf,4602.0
4603,neutral,Riyadh,Saudi Arabia,Gulf,4603.0
4604,neutral,Riyadh,Saudi Arabia,Gulf,4604.0
4605,negative,Riyadh,Saudi Arabia,Gulf,4605.0
4606,neutral,Jeddha,Saudi Arabia,Levant,4606.0
4607,negative,Salt,Jordan,Levant,4607.0
4608,negative,Riyadh,Saudi Arabia,Gulf,4608.0
4609,neutral,Jeddha,Saudi Arabia,Gulf,4609.0
4610,neutral,Riyadh,Saudi Arabia,Gulf,4610.0
4611,negative,Riyadh,Saudi Arabia,Gulf,4611.0
4612,neutral,Riyadh,Saudi Arabia,Gulf,4612.0
4613,neutral,Riyadh,Saudi Arabia,Gulf,4613.0
4614,neutral,Rabat,Morocco,Maghreb,4614.0
4615,neutral,Salt,Jordan,Levant,4615.0
4616,positive,Riyadh,Saudi Arabia,Gulf,4616.0
4617,negative,Jeddha,Saudi Arabia,Gulf,4617.0
4618,negative,Riyadh,Saudi Arabia,Gulf,4618.0
4619,negative,Riyadh,Saudi Arabia,Gulf,4619.0
4620,neutral,Jeddha,Saudi Arabia,Gulf,4620.0
4621,neutral,Salt,Jordan,Levant,4621.0
4622,neutral,Jeddha,Saudi Arabia,Gulf,4622.0
4623,neutral,Riyadh,Saudi Arabia,Gulf,4623.0
4624,negative,Salt,Jordan,Levant,4624.0
4625,neutral,Riyadh,Saudi Arabia,Gulf,4625.0
4626,neutral,Riyadh,Saudi Arabia,Gulf,4626.0
4627,negative,Riyadh,Saudi Arabia,Gulf,4627.0
4628,neutral,Salt,Jordan,Levant,4628.0
4629,negative,Salt,Jordan,Levant,4629.0
4630,negative,Salt,Jordan,Levant,4630.0
4631,negative,Riyadh,Saudi Arabia,Gulf,4631.0
4632,neutral,Salt,Jordan,Levant,4632.0
4633,negative,Riyadh,Saudi Arabia,Gulf,4633.0
4634,negative,Riyadh,Saudi Arabia,Gulf,4634.0
4635,negative,Riyadh,Saudi Arabia,Gulf,4635.0
4636,negative,Salt,Jordan,Levant,4636.0
4637,negative,Riyadh,Saudi Arabia,Gulf,4637.0
4638,positive,Riyadh,Saudi Arabia,Gulf,4638.0
4639,neutral,Riyadh,Saudi Arabia,Gulf,4639.0
4640,neutral,Jeddha,Saudi Arabia,Levant,4640.0
4641,neutral,Jeddha,Saudi Arabia,Levant,4641.0
4642,negative,Riyadh,Saudi Arabia,Gulf,4642.0
4643,neutral,Jeddha,Saudi Arabia,Levant,4643.0
4644,neutral,Riyadh,Saudi Arabia,Gulf,4644.0
4645,negative,Jeddha,Saudi Arabia,Levant,4645.0
4646,neutral,Riyadh,Saudi Arabia,Gulf,4646.0
4647,neutral,Riyadh,Saudi Arabia,Gulf,4647.0
4648,negative,Salt,Jordan,Levant,4648.0
4649,neutral,Riyadh,Saudi Arabia,Gulf,4649.0
4650,neutral,Salt,Jordan,Levant,4650.0
4651,neutral,Riyadh,Saudi Arabia,Gulf,4651.0
4652,negative,Salt,Jordan,Levant,4652.0
4653,negative,Khartoum,Sudan,Nile Basin,4653.0
4654,negative,Riyadh,Saudi Arabia,Gulf,4654.0
4655,neutral,Riyadh,Saudi Arabia,Gulf,4655.0
4656,neutral,Riyadh,Saudi Arabia,Gulf,4656.0
4657,neutral,Salt,Jordan,Levant,4657.0
4658,neutral,Riyadh,Saudi Arabia,Gulf,4658.0
4659,neutral,Salt,Jordan,Levant,4659.0
4660,neutral,Riyadh,Saudi Arabia,Gulf,4660.0
4661,neutral,Salt,Jordan,Levant,4661.0
4662,neutral,Khartoum,Sudan,Nile Basin,4662.0
4663,neutral,Riyadh,Saudi Arabia,Gulf,4663.0
4664,neutral,Riyadh,Saudi Arabia,Gulf,4664.0
4665,negative,Riyadh,Saudi Arabia,Gulf,4665.0
4666,negative,Riyadh,Saudi Arabia,Gulf,4666.0
4667,negative,Jeddha,Saudi Arabia,Gulf,4667.0
4668,negative,Riyadh,Saudi Arabia,Gulf,4668.0
4669,neutral,Riyadh,Saudi Arabia,Gulf,4669.0
4670,neutral,Riyadh,Saudi Arabia,Gulf,4670.0
4671,negative,Riyadh,Saudi Arabia,Gulf,4671.0
4672,negative,Riyadh,Saudi Arabia,Gulf,4672.0
4673,neutral,Aleppo,Syria,Levant,4673.0
4674,negative,Riyadh,Saudi Arabia,Gulf,4674.0
4675,neutral,Riyadh,Saudi Arabia,Gulf,4675.0
4676,positive,Riyadh,Saudi Arabia,Gulf,4676.0
4677,neutral,Salt,Jordan,Levant,4677.0
4678,neutral,Salt,Jordan,Levant,4678.0
4679,neutral,Salt,Jordan,Levant,4679.0
4680,negative,Riyadh,Saudi Arabia,Gulf,4680.0
4681,neutral,Riyadh,Saudi Arabia,Gulf,4681.0
4682,positive,Salt,Jordan,Levant,4682.0
4683,negative,Riyadh,Saudi Arabia,Gulf,4683.0
4684,negative,Riyadh,Saudi Arabia,Gulf,4684.0
4685,negative,Riyadh,Saudi Arabia,Gulf,4685.0
4686,negative,Riyadh,Saudi Arabia,Gulf,4686.0
4687,neutral,Jeddha,Saudi Arabia,Levant,4687.0
4688,neutral,Aleppo,Syria,Levant,4688.0
4689,negative,Riyadh,Saudi Arabia,Gulf,4689.0
4690,positive,Riyadh,Saudi Arabia,Gulf,4690.0
4691,neutral,Aleppo,Syria,Levant,4691.0
4692,neutral,Khartoum,Sudan,Nile Basin,4692.0
4693,negative,Jeddha,Saudi Arabia,Gulf,4693.0
4694,neutral,Riyadh,Saudi Arabia,Gulf,4694.0
4695,neutral,Riyadh,Saudi Arabia,Gulf,4695.0
4696,neutral,Riyadh,Saudi Arabia,Gulf,4696.0
4697,neutral,Rabat,Morocco,Maghreb,4697.0
4698,neutral,Riyadh,Saudi Arabia,Gulf,4698.0
4699,neutral,Riyadh,Saudi Arabia,Gulf,4699.0
4700,neutral,Riyadh,Saudi Arabia,Gulf,4700.0
4701,negative,Riyadh,Saudi Arabia,Gulf,4701.0
4702,negative,Riyadh,Saudi Arabia,Gulf,4702.0
4703,neutral,Riyadh,Saudi Arabia,Gulf,4703.0
4704,negative,Riyadh,Saudi Arabia,Gulf,4704.0
4705,neutral,Salt,Jordan,Levant,4705.0
4706,neutral,Riyadh,Saudi Arabia,Gulf,4706.0
4707,neutral,Jeddha,Saudi Arabia,Levant,4707.0
4708,neutral,Jeddha,Saudi Arabia,Gulf,4708.0
4709,neutral,Jeddha,Saudi Arabia,Gulf,4709.0
4710,negative,Jeddha,Saudi Arabia,Gulf,4710.0
4711,negative,Riyadh,Saudi Arabia,Gulf,4711.0
4712,negative,Salt,Jordan,Levant,4712.0
4713,neutral,Riyadh,Saudi Arabia,Gulf,4713.0
4714,neutral,Salt,Saudi Arabia,Gulf,4714.0
4715,neutral,Salt,Jordan,Levant,4715.0
4716,negative,Salt,Jordan,Levant,4716.0
4717,neutral,Riyadh,Saudi Arabia,Gulf,4717.0
4718,negative,Salt,Jordan,Levant,4718.0
4719,negative,Salt,Jordan,Levant,4719.0
4720,negative,Riyadh,Saudi Arabia,Gulf,4720.0
4721,negative,Jeddha,Saudi Arabia,Levant,4721.0
4722,neutral,Riyadh,Saudi Arabia,Gulf,4722.0
4723,neutral,Riyadh,Saudi Arabia,Gulf,4723.0
4724,negative,Riyadh,Saudi Arabia,Gulf,4724.0
4725,negative,Riyadh,Saudi Arabia,Gulf,4725.0
4726,neutral,Riyadh,Saudi Arabia,Gulf,4726.0
4727,neutral,Riyadh,Saudi Arabia,Gulf,4727.0
4728,neutral,Jeddha,Saudi Arabia,Gulf,4728.0
4729,neutral,Riyadh,Saudi Arabia,Gulf,4729.0
4730,neutral,Riyadh,Saudi Arabia,Gulf,4730.0
4731,negative,Riyadh,Saudi Arabia,Gulf,4731.0
4732,neutral,Riyadh,Saudi Arabia,Gulf,4732.0
4733,negative,Riyadh,Saudi Arabia,Gulf,4733.0
4734,neutral,Jeddha,Saudi Arabia,Levant,4734.0
4735,negative,Riyadh,Saudi Arabia,Gulf,4735.0
4736,neutral,Riyadh,Saudi Arabia,Gulf,4736.0
4737,neutral,Riyadh,Saudi Arabia,Gulf,4737.0
4738,negative,Jeddha,Saudi Arabia,Gulf,4738.0
4739,neutral,Jeddha,Saudi Arabia,Levant,4739.0
4740,neutral,Riyadh,Saudi Arabia,Gulf,4740.0
4741,negative,Riyadh,Saudi Arabia,Gulf,4741.0
4742,neutral,Riyadh,Saudi Arabia,Gulf,4742.0
4743,neutral,Riyadh,Saudi Arabia,Gulf,4743.0
4744,negative,Salt,Jordan,Levant,4744.0
4745,neutral,Riyadh,Saudi Arabia,Gulf,4745.0
4746,negative,Jeddha,Saudi Arabia,Levant,4746.0
4747,negative,Salt,Jordan,Levant,4747.0
4748,negative,Riyadh,Saudi Arabia,Gulf,4748.0
4749,neutral,Riyadh,Saudi Arabia,Gulf,4749.0
4750,neutral,Riyadh,Saudi Arabia,Gulf,4750.0
4751,negative,Riyadh,Saudi Arabia,Gulf,4751.0
4752,neutral,Jeddha,Saudi Arabia,Gulf,4752.0
4753,neutral,Riyadh,Saudi Arabia,Gulf,4753.0
4754,negative,Riyadh,Saudi Arabia,Gulf,4754.0
4755,neutral,Salt,Jordan,Levant,4755.0
4756,neutral,Riyadh,Saudi Arabia,Gulf,4756.0
4757,negative,Riyadh,Saudi Arabia,Gulf,4757.0
4758,neutral,Riyadh,Saudi Arabia,Gulf,4758.0
4759,neutral,Riyadh,Saudi Arabia,Gulf,4759.0
4760,neutral,Riyadh,Saudi Arabia,Gulf,4760.0
4761,negative,Riyadh,Saudi Arabia,Gulf,4761.0
4762,negative,Salt,Saudi Arabia,Gulf,4762.0
4763,negative,Riyadh,Saudi Arabia,Gulf,4763.0
4764,negative,Jeddha,Saudi Arabia,Gulf,4764.0
4765,neutral,Riyadh,Saudi Arabia,Gulf,4765.0
4766,neutral,Riyadh,Saudi Arabia,Gulf,4766.0
4767,negative,Riyadh,Saudi Arabia,Gulf,4767.0
4768,negative,Riyadh,Saudi Arabia,Gulf,4768.0
4769,neutral,Riyadh,Saudi Arabia,Gulf,4769.0
4770,neutral,Riyadh,Saudi Arabia,Gulf,4770.0
4771,negative,Riyadh,Saudi Arabia,Gulf,4771.0
4772,negative,Riyadh,Saudi Arabia,Gulf,4772.0
4773,neutral,Riyadh,Saudi Arabia,Gulf,4773.0
4774,neutral,Rabat,Morocco,Maghreb,4774.0
4775,negative,Riyadh,Saudi Arabia,Gulf,4775.0
